Model run by wuxiatian using Apollo 0.3.4 on R 4.4.2 for Darwin.
Please acknowledge the use of Apollo by citing Hess & Palma (2019)
  DOI 10.1016/j.jocm.2019.100170
  www.ApolloChoiceModelling.com

Model name                                  : piecewise_rangeloss_car_suv_lc_6c_1
Model description                           : LC model with 6 classes, piecewise linear range and range loss
Model run at                                : 2026-05-28 17:46:22.938038
Estimation method                           : bgw
Model diagnosis                             : Relative function convergence
Optimisation diagnosis                      : Maximum found
     hessian properties                     : Negative definite
     maximum eigenvalue                     : -0.39384
     reciprocal of condition number         : 4.86717e-06
Number of individuals                       : 2916
Number of rows in database                  : 17496
Number of modelled outcomes                 : 17496

Number of cores used                        :  6 
Model without mixing
b_packreplace_b                                    0.028460
b_cellreplace_b                                    0.025381
b_price_b                                         -0.037779
b_no_choice_c                                      0.116164
b_mileage_c                                       -0.059771
b_range_pw1_c                                      0.071927
b_range_pw2_c                                     -0.042610
b_range_pw3_c                                     -0.124959
b_loss_pw1_c                                       0.033351
b_loss_pw2_c                                      -0.025800
b_loss_pw3_c                                      -0.007181
b_packreplace_c                                   -0.072165
b_cellreplace_c                                   -0.052790
b_price_c                                          0.166722
b_no_choice_d                                      0.018459
b_mileage_d                                       -0.042302
b_range_pw1_d                                      0.143314
b_range_pw2_d                                     -0.145324
b_range_pw3_d                                      0.051169
b_loss_pw1_d                                      -0.020512
b_loss_pw2_d                                      -0.151037
b_loss_pw3_d                                      -0.077752
b_packreplace_d                                    0.024579
b_cellreplace_d                                   -0.006942
b_price_d                                          0.052529
b_no_choice_e                                     -0.051844
b_mileage_e                                        0.025849
b_range_pw1_e                                     -0.049175
b_range_pw2_e                                      0.074335
b_range_pw3_e                                     -0.136358
b_loss_pw1_e                                      -0.100236
b_loss_pw2_e                                      -0.098212
b_loss_pw3_e                                      -0.029373
b_packreplace_e                                    0.007355
b_cellreplace_e                                    0.002425
b_price_e                                          0.043572
b_no_choice_f                                     -0.014001
b_mileage_f                                        0.038322
b_range_pw1_f                                     -0.065984
b_range_pw2_f                                      0.038093
b_range_pw3_f                                     -0.056028
b_loss_pw1_f                                       0.014118
b_loss_pw2_f                                       0.026503
b_loss_pw3_f                                       0.010157
b_packreplace_f                                   -0.016325
b_cellreplace_f                                    0.003522
b_price_f                                         -0.039609
delta_a                                           -0.051078
gamma_EV_rangeanxiety_a                         -7.7714e-04
gamma_risktaker_a                                 -0.017057
gamma_hhincome_a                                   0.255529
gamma_ev_charge_a                               -6.7101e-04
gamma_knowledge_ev_a                            -6.3910e-04
gamma_evb_environment_agree_a                      0.043507
gamma_evb_function_disagree_a                      0.033566
gamma_hhveh_fuel_a                                 0.045487
gamma_veh_range_a                                 -0.018838
gamma_suv_a                                       -0.019369
delta_b                                           -0.110519
gamma_EV_rangeanxiety_b                            0.012015
gamma_risktaker_b                                 -0.018968
gamma_hhincome_b                                   0.324436
gamma_ev_charge_b                                  0.008044
gamma_knowledge_ev_b                               0.013959
gamma_evb_environment_agree_b                      0.054044
gamma_evb_function_disagree_b                      0.055667
gamma_hhveh_fuel_b                                 0.101749
gamma_veh_range_b                                 -0.005763
gamma_suv_b                                       -0.010736
delta_c                                           -0.116660
gamma_EV_rangeanxiety_c                            0.003270
gamma_risktaker_c                                 -0.033428
gamma_hhincome_c                                   0.248624
gamma_ev_charge_c                                  0.027693
gamma_knowledge_ev_c                               0.035116
gamma_evb_environment_agree_c                      0.046087
gamma_evb_function_disagree_c                      0.019060
gamma_hhveh_fuel_c                                 0.060401
gamma_veh_range_c                                  0.016263
gamma_suv_c                                        0.110991
delta_d                                           -0.302761
gamma_EV_rangeanxiety_d                            0.048253
gamma_risktaker_d                                  0.007099
gamma_hhincome_d                                   1.000000
gamma_ev_charge_d                                 -0.071727
gamma_knowledge_ev_d                              -0.067365
gamma_evb_environment_agree_d                      0.089697
gamma_evb_function_disagree_d                      0.107345
gamma_hhveh_fuel_d                                 0.149698
gamma_veh_range_d                                  0.012174
gamma_suv_d                                       -0.267251
gamma_knowledge_ev_e                               0.015899
delta_f                                           -0.044278
gamma_EV_rangeanxiety_f                           -0.021415
gamma_risktaker_f                                 -0.008065
gamma_hhincome_f                                   0.192326
gamma_ev_charge_f                                  0.011120
gamma_evb_environment_agree_f                      0.015585
gamma_evb_function_disagree_f                      0.031922
gamma_hhveh_fuel_f                                 0.097931
gamma_veh_range_f                                 -0.036583
gamma_suv_f                                        0.011523
                                          gamma_ev_charge_d
b_no_choice_a                                    9.0997e-04
b_mileage_a                                        0.027487
b_range_pw1_a                                     -0.001056
b_range_pw2_a                                      0.002960
b_range_pw3_a                                      0.003466
b_loss_pw1_a                                       0.016368
b_loss_pw2_a                                       0.003773
b_loss_pw3_a                                       0.002717
b_packreplace_a                                    0.003297
b_cellreplace_a                                   -0.003680
b_price_a                                         -0.016118
b_no_choice_b                                     -0.032717
b_mileage_b                                       -0.007940
b_range_pw1_b                                      0.010062
b_range_pw2_b                                      0.013180
b_range_pw3_b                                   -6.0398e-04
b_loss_pw1_b                                       0.006875
b_loss_pw2_b                                      -0.003479
b_loss_pw3_b                                      -0.034409
b_packreplace_b                                    0.047662
b_cellreplace_b                                    0.047025
b_price_b                                         -0.056573
b_no_choice_c                                      0.076939
b_mileage_c                                       -0.014738
b_range_pw1_c                                      0.006377
b_range_pw2_c                                     -0.051342
b_range_pw3_c                                     -0.078145
b_loss_pw1_c                                       0.003764
b_loss_pw2_c                                      -0.041959
b_loss_pw3_c                                      -0.020299
b_packreplace_c                                   -0.014293
b_cellreplace_c                                   -0.009711
b_price_c                                          0.118855
b_no_choice_d                                     -0.025778
b_mileage_d                                        0.019840
b_range_pw1_d                                      0.105586
b_range_pw2_d                                     -0.021917
b_range_pw3_d                                   -2.6409e-04
b_loss_pw1_d                                      -0.051218
b_loss_pw2_d                                      -0.055571
b_loss_pw3_d                                       0.002288
b_packreplace_d                                  6.6474e-04
b_cellreplace_d                                    0.040562
b_price_d                                          0.052275
b_no_choice_e                                     -0.115072
b_mileage_e                                       -0.011389
b_range_pw1_e                                     -0.054587
b_range_pw2_e                                     -0.011714
b_range_pw3_e                                     -0.103710
b_loss_pw1_e                                      -0.101139
b_loss_pw2_e                                      -0.094858
b_loss_pw3_e                                      -0.121175
b_packreplace_e                                   -0.096178
b_cellreplace_e                                   -0.139950
b_price_e                                          0.011226
b_no_choice_f                                     -0.006430
b_mileage_f                                       -0.002304
b_range_pw1_f                                     -0.032619
b_range_pw2_f                                     -0.019182
b_range_pw3_f                                     -0.026582
b_loss_pw1_f                                       0.019888
b_loss_pw2_f                                      -0.005533
b_loss_pw3_f                                       0.012127
b_packreplace_f                                    0.029347
b_cellreplace_f                                    0.033819
b_price_f                                         -0.016666
delta_a                                           -0.035714
gamma_EV_rangeanxiety_a                            0.007921
gamma_risktaker_a                                 -0.036168
gamma_hhincome_a                                  -0.032395
gamma_ev_charge_a                                  0.353251
gamma_knowledge_ev_a                              -0.009619
gamma_evb_environment_agree_a                      0.022346
gamma_evb_function_disagree_a                      0.056047
gamma_hhveh_fuel_a                                 0.062523
gamma_veh_range_a                                 -0.008988
gamma_suv_a                                        0.001132
delta_b                                           -0.076580
gamma_EV_rangeanxiety_b                            0.047771
gamma_risktaker_b                                 -0.052966
gamma_hhincome_b                                  -0.034019
gamma_ev_charge_b                                  0.465444
gamma_knowledge_ev_b                              -0.014905
gamma_evb_environment_agree_b                      0.013564
gamma_evb_function_disagree_b                      0.096644
gamma_hhveh_fuel_b                                 0.093462
gamma_veh_range_b                               -1.3752e-04
gamma_suv_b                                        0.028320
delta_c                                           -0.096903
gamma_EV_rangeanxiety_c                            0.029887
gamma_risktaker_c                                 -0.034845
gamma_hhincome_c                                  -0.001971
gamma_ev_charge_c                                  0.380362
gamma_knowledge_ev_c                              -0.001791
gamma_evb_environment_agree_c                      0.027960
gamma_evb_function_disagree_c                      0.068334
gamma_hhveh_fuel_c                                 0.057164
gamma_veh_range_c                                  0.029401
gamma_suv_c                                        0.070430
delta_d                                           -0.146797
gamma_EV_rangeanxiety_d                           -0.034349
gamma_risktaker_d                                 -0.123924
gamma_hhincome_d                                  -0.071727
gamma_ev_charge_d                                  1.000000
gamma_knowledge_ev_d                              -0.112722
gamma_evb_environment_agree_d                      0.069897
gamma_evb_function_disagree_d                      0.126462
gamma_hhveh_fuel_d                                 0.208443
gamma_veh_range_d                                 -0.032890
gamma_suv_d                                       -0.045830
gamma_knowledge_ev_e                               0.034384
delta_f                                           -0.073060
gamma_EV_rangeanxiety_f                            0.057707
gamma_risktaker_f                                 -0.043395
gamma_hhincome_f                                  -0.031616
gamma_ev_charge_f                                  0.354987
gamma_evb_environment_agree_f                      0.018977
gamma_evb_function_disagree_f                      0.081920
gamma_hhveh_fuel_f                                 0.097595
gamma_veh_range_f                                 -0.009091
gamma_suv_f                                       -0.010255
                                       gamma_knowledge_ev_d
b_no_choice_a                                    5.7862e-04
b_mileage_a                                        0.005080
b_range_pw1_a                                    7.2009e-04
b_range_pw2_a                                     -0.006421
b_range_pw3_a                                   -6.6992e-04
b_loss_pw1_a                                      -0.003579
b_loss_pw2_a                                     5.7752e-04
b_loss_pw3_a                                      -0.013731
b_packreplace_a                                    0.006559
b_cellreplace_a                                    0.004764
b_price_a                                          0.001742
b_no_choice_b                                     -0.028285
b_mileage_b                                        0.014163
b_range_pw1_b                                     -0.031746
b_range_pw2_b                                      0.001037
b_range_pw3_b                                      0.012181
b_loss_pw1_b                                       0.012658
b_loss_pw2_b                                       0.008783
b_loss_pw3_b                                      8.390e-06
b_packreplace_b                                   -0.001899
b_cellreplace_b                                 -1.0512e-04
b_price_b                                        2.2148e-04
b_no_choice_c                                      0.041197
b_mileage_c                                        0.001247
b_range_pw1_c                                     -0.014699
b_range_pw2_c                                     -0.028884
b_range_pw3_c                                     -0.038223
b_loss_pw1_c                                       0.030543
b_loss_pw2_c                                      -0.020078
b_loss_pw3_c                                      -0.030549
b_packreplace_c                                   -0.026454
b_cellreplace_c                                   -0.011274
b_price_c                                          0.040987
b_no_choice_d                                      0.012331
b_mileage_d                                       -0.045087
b_range_pw1_d                                      0.083961
b_range_pw2_d                                     -0.013086
b_range_pw3_d                                     -0.097870
b_loss_pw1_d                                      -0.030602
b_loss_pw2_d                                       0.038521
b_loss_pw3_d                                       0.138423
b_packreplace_d                                    0.014687
b_cellreplace_d                                   -0.126477
b_price_d                                          0.052137
b_no_choice_e                                     -0.028320
b_mileage_e                                        0.022451
b_range_pw1_e                                     -0.017923
b_range_pw2_e                                      0.002338
b_range_pw3_e                                     -0.016722
b_loss_pw1_e                                      -0.040243
b_loss_pw2_e                                      -0.022492
b_loss_pw3_e                                       0.014522
b_packreplace_e                                    0.010971
b_cellreplace_e                                    0.025617
b_price_e                                         -0.016461
b_no_choice_f                                     -0.022623
b_mileage_f                                       -0.048950
b_range_pw1_f                                     -0.031867
b_range_pw2_f                                     -0.031305
b_range_pw3_f                                     -0.053846
b_loss_pw1_f                                       0.032052
b_loss_pw2_f                                      -0.051846
b_loss_pw3_f                                      -0.045993
b_packreplace_f                                    0.017221
b_cellreplace_f                                    0.051933
b_price_f                                          0.044699
delta_a                                           -0.003845
gamma_EV_rangeanxiety_a                            0.006949
gamma_risktaker_a                                  0.006753
gamma_hhincome_a                                   0.002556
gamma_ev_charge_a                                 -0.006209
gamma_knowledge_ev_a                               0.450235
gamma_evb_environment_agree_a                     -0.013904
gamma_evb_function_disagree_a                      0.005969
gamma_hhveh_fuel_a                                 0.001747
gamma_veh_range_a                                 -0.008411
gamma_suv_a                                        0.009125
delta_b                                           -0.010677
gamma_EV_rangeanxiety_b                           4.411e-05
gamma_risktaker_b                                  0.005307
gamma_hhincome_b                                   0.007838
gamma_ev_charge_b                                 -0.018570
gamma_knowledge_ev_b                               0.531402
gamma_evb_environment_agree_b                     -0.010108
gamma_evb_function_disagree_b                      0.004068
gamma_hhveh_fuel_b                                 0.004914
gamma_veh_range_b                                 -0.006911
gamma_suv_b                                        0.018052
delta_c                                            0.008308
gamma_EV_rangeanxiety_c                           -0.002872
gamma_risktaker_c                                  0.012582
gamma_hhincome_c                                   0.033187
gamma_ev_charge_c                                5.6626e-04
gamma_knowledge_ev_c                               0.371252
gamma_evb_environment_agree_c                     -0.014284
gamma_evb_function_disagree_c                      0.012470
gamma_hhveh_fuel_c                                -0.019898
gamma_veh_range_c                                  0.010591
gamma_suv_c                                        0.038489
delta_d                                           -0.163101
gamma_EV_rangeanxiety_d                            0.005440
gamma_risktaker_d                                 -0.023453
gamma_hhincome_d                                  -0.067365
gamma_ev_charge_d                                 -0.112722
gamma_knowledge_ev_d                               1.000000
gamma_evb_environment_agree_d                     -0.034342
gamma_evb_function_disagree_d                     -0.042314
gamma_hhveh_fuel_d                                 0.087467
gamma_veh_range_d                                 -0.093715
gamma_suv_d                                        0.111934
gamma_knowledge_ev_e                               0.467053
delta_f                                            0.088646
gamma_EV_rangeanxiety_f                           -0.005542
gamma_risktaker_f                                  0.112318
gamma_hhincome_f                                   0.069031
gamma_ev_charge_f                                  0.056686
gamma_evb_environment_agree_f                      0.006847
gamma_evb_function_disagree_f                     -0.009314
gamma_hhveh_fuel_f                                -0.074199
gamma_veh_range_f                                  0.072692
gamma_suv_f                                       -0.001250
                              gamma_evb_environment_agree_d
b_no_choice_a                                      0.001432
b_mileage_a                                       -0.030470
b_range_pw1_a                                      0.010010
b_range_pw2_a                                     -0.027972
b_range_pw3_a                                     -0.011903
b_loss_pw1_a                                      -0.017988
b_loss_pw2_a                                      -0.029459
b_loss_pw3_a                                       0.007020
b_packreplace_a                                   -0.010741
b_cellreplace_a                                    0.008285
b_price_a                                          0.026391
b_no_choice_b                                      0.012736
b_mileage_b                                        0.026350
b_range_pw1_b                                     -0.007532
b_range_pw2_b                                      0.016683
b_range_pw3_b                                     -0.011914
b_loss_pw1_b                                       0.031454
b_loss_pw2_b                                       0.033069
b_loss_pw3_b                                       0.028457
b_packreplace_b                                    0.044504
b_cellreplace_b                                    0.035399
b_price_b                                         -0.046123
b_no_choice_c                                      0.032838
b_mileage_c                                       -0.004085
b_range_pw1_c                                      0.019231
b_range_pw2_c                                     -0.020019
b_range_pw3_c                                     -0.036798
b_loss_pw1_c                                       0.015964
b_loss_pw2_c                                      -0.031887
b_loss_pw3_c                                       0.007896
b_packreplace_c                                    0.028824
b_cellreplace_c                                    0.017584
b_price_c                                          0.031752
b_no_choice_d                                     -0.047556
b_mileage_d                                       -0.099818
b_range_pw1_d                                     -0.084101
b_range_pw2_d                                      0.033242
b_range_pw3_d                                      0.110557
b_loss_pw1_d                                      -0.139055
b_loss_pw2_d                                       0.025626
b_loss_pw3_d                                      -0.072422
b_packreplace_d                                    0.020823
b_cellreplace_d                                    0.125495
b_price_d                                          0.030731
b_no_choice_e                                      0.100503
b_mileage_e                                        0.094418
b_range_pw1_e                                      0.028889
b_range_pw2_e                                     -0.025403
b_range_pw3_e                                     -0.081090
b_loss_pw1_e                                       0.027240
b_loss_pw2_e                                       0.049911
b_loss_pw3_e                                      -0.027261
b_packreplace_e                                   -0.124520
b_cellreplace_e                                   -0.139133
b_price_e                                          0.128708
b_no_choice_f                                      0.013699
b_mileage_f                                        0.009953
b_range_pw1_f                                      0.030145
b_range_pw2_f                                     -0.046037
b_range_pw3_f                                     -0.005091
b_loss_pw1_f                                       0.054998
b_loss_pw2_f                                       0.013397
b_loss_pw3_f                                       0.027372
b_packreplace_f                                    0.006687
b_cellreplace_f                                   -0.013277
b_price_f                                         -0.047141
delta_a                                           -0.109342
gamma_EV_rangeanxiety_a                           -0.012226
gamma_risktaker_a                                 -0.018343
gamma_hhincome_a                                   0.036015
gamma_ev_charge_a                                  0.015625
gamma_knowledge_ev_a                               0.003379
gamma_evb_environment_agree_a                      0.351735
gamma_evb_function_disagree_a                      0.004548
gamma_hhveh_fuel_a                                 0.051306
gamma_veh_range_a                                 -0.005549
gamma_suv_a                                        0.045584
delta_b                                           -0.122154
gamma_EV_rangeanxiety_b                           -0.042925
gamma_risktaker_b                                 -0.058614
gamma_hhincome_b                                 9.9463e-04
gamma_ev_charge_b                                 -0.003128
gamma_knowledge_ev_b                               0.006659
gamma_evb_environment_agree_b                      0.490360
gamma_evb_function_disagree_b                      0.037479
gamma_hhveh_fuel_b                                 0.083984
gamma_veh_range_b                                 -0.011384
gamma_suv_b                                        0.049691
delta_c                                           -0.119692
gamma_EV_rangeanxiety_c                           -0.027574
gamma_risktaker_c                                 -0.055326
gamma_hhincome_c                                   0.011446
gamma_ev_charge_c                                  0.019668
gamma_knowledge_ev_c                               0.007089
gamma_evb_environment_agree_c                      0.382195
gamma_evb_function_disagree_c                      0.023573
gamma_hhveh_fuel_c                                 0.086120
gamma_veh_range_c                                 -0.007020
gamma_suv_c                                        0.048397
delta_d                                           -0.306772
gamma_EV_rangeanxiety_d                           -0.097792
gamma_risktaker_d                                 -0.006974
gamma_hhincome_d                                   0.089697
gamma_ev_charge_d                                  0.069897
gamma_knowledge_ev_d                              -0.034342
gamma_evb_environment_agree_d                      1.000000
gamma_evb_function_disagree_d                     -0.004687
gamma_hhveh_fuel_d                                 0.213774
gamma_veh_range_d                                 -0.019266
gamma_suv_d                                       -0.021666
gamma_knowledge_ev_e                               0.038195
delta_f                                           -0.093459
gamma_EV_rangeanxiety_f                           -0.068191
gamma_risktaker_f                                 -0.058273
gamma_hhincome_f                                  -0.017049
gamma_ev_charge_f                                  0.010270
gamma_evb_environment_agree_f                      0.382378
gamma_evb_function_disagree_f                      0.018480
gamma_hhveh_fuel_f                                 0.082221
gamma_veh_range_f                                 -0.022250
gamma_suv_f                                        0.055047
                              gamma_evb_function_disagree_d
b_no_choice_a                                      0.009819
b_mileage_a                                       -0.027548
b_range_pw1_a                                      0.013484
b_range_pw2_a                                     -0.017653
b_range_pw3_a                                     -0.001738
b_loss_pw1_a                                      -0.013419
b_loss_pw2_a                                      -0.011764
b_loss_pw3_a                                      -0.009685
b_packreplace_a                                   -0.016191
b_cellreplace_a                                    0.005443
b_price_a                                          0.019967
b_no_choice_b                                     -0.017083
b_mileage_b                                        0.015958
b_range_pw1_b                                     -0.064502
b_range_pw2_b                                      0.027353
b_range_pw3_b                                     -0.009878
b_loss_pw1_b                                       0.019228
b_loss_pw2_b                                       0.007465
b_loss_pw3_b                                       0.049658
b_packreplace_b                                   -0.007764
b_cellreplace_b                                    0.005615
b_price_b                                          0.032342
b_no_choice_c                                      0.159743
b_mileage_c                                       -0.067197
b_range_pw1_c                                      0.056326
b_range_pw2_c                                     -0.060850
b_range_pw3_c                                     -0.180075
b_loss_pw1_c                                       0.020586
b_loss_pw2_c                                      -0.092727
b_loss_pw3_c                                      -0.033076
b_packreplace_c                                   -0.110083
b_cellreplace_c                                   -0.078442
b_price_c                                          0.218606
b_no_choice_d                                      0.277209
b_mileage_d                                        0.043037
b_range_pw1_d                                      0.171660
b_range_pw2_d                                     -0.051674
b_range_pw3_d                                      0.165338
b_loss_pw1_d                                       0.071046
b_loss_pw2_d                                      -0.142978
b_loss_pw3_d                                      -0.064456
b_packreplace_d                                    0.270764
b_cellreplace_d                                    0.177487
b_price_d                                          0.190068
b_no_choice_e                                     -0.104048
b_mileage_e                                        0.046352
b_range_pw1_e                                     -0.110563
b_range_pw2_e                                     -0.031520
b_range_pw3_e                                     -0.209896
b_loss_pw1_e                                      -0.149658
b_loss_pw2_e                                      -0.010599
b_loss_pw3_e                                      -0.066491
b_packreplace_e                                   -0.199847
b_cellreplace_e                                   -0.235924
b_price_e                                          0.031640
b_no_choice_f                                     -0.064874
b_mileage_f                                      3.7320e-04
b_range_pw1_f                                     -0.028759
b_range_pw2_f                                     -0.033080
b_range_pw3_f                                     -0.072614
b_loss_pw1_f                                       0.009661
b_loss_pw2_f                                       0.046483
b_loss_pw3_f                                       0.022154
b_packreplace_f                                   -0.024185
b_cellreplace_f                                   9.651e-05
b_price_f                                         -0.079068
delta_a                                           -0.074744
gamma_EV_rangeanxiety_a                            0.055345
gamma_risktaker_a                                 -0.057677
gamma_hhincome_a                                   0.032417
gamma_ev_charge_a                                  0.074738
gamma_knowledge_ev_a                              -0.005409
gamma_evb_environment_agree_a                      0.017678
gamma_evb_function_disagree_a                      0.305292
gamma_hhveh_fuel_a                                 0.027846
gamma_veh_range_a                                9.3115e-04
gamma_suv_a                                        0.007026
delta_b                                           -0.063118
gamma_EV_rangeanxiety_b                            0.048302
gamma_risktaker_b                                 -0.059896
gamma_hhincome_b                                   0.016439
gamma_ev_charge_b                                  0.088440
gamma_knowledge_ev_b                               0.009600
gamma_evb_environment_agree_b                      0.038688
gamma_evb_function_disagree_b                      0.467285
gamma_hhveh_fuel_b                                 0.020964
gamma_veh_range_b                                 -0.022810
gamma_suv_b                                       -0.037611
delta_c                                           -0.092189
gamma_EV_rangeanxiety_c                            0.031924
gamma_risktaker_c                                 -0.070528
gamma_hhincome_c                                   0.037641
gamma_ev_charge_c                                  0.086642
gamma_knowledge_ev_c                               0.018779
gamma_evb_environment_agree_c                      0.065944
gamma_evb_function_disagree_c                      0.438429
gamma_hhveh_fuel_c                              -2.3352e-04
gamma_veh_range_c                                  0.017071
gamma_suv_c                                        0.143087
delta_d                                           -0.196809
gamma_EV_rangeanxiety_d                            0.223675
gamma_risktaker_d                                 -0.155802
gamma_hhincome_d                                   0.107345
gamma_ev_charge_d                                  0.126462
gamma_knowledge_ev_d                              -0.042314
gamma_evb_environment_agree_d                     -0.004687
gamma_evb_function_disagree_d                      1.000000
gamma_hhveh_fuel_d                                 0.081359
gamma_veh_range_d                                  0.033717
gamma_suv_d                                       -0.090666
gamma_knowledge_ev_e                              -0.034797
delta_f                                           -0.035817
gamma_EV_rangeanxiety_f                            0.028302
gamma_risktaker_f                                 -0.056422
gamma_hhincome_f                                  -0.013585
gamma_ev_charge_f                                  0.086006
gamma_evb_environment_agree_f                      0.021692
gamma_evb_function_disagree_f                      0.396598
gamma_hhveh_fuel_f                                 0.040992
gamma_veh_range_f                                 -0.053829
gamma_suv_f                                       -0.018336
                                         gamma_hhveh_fuel_d
b_no_choice_a                                     -0.011218
b_mileage_a                                        0.022750
b_range_pw1_a                                     -0.011720
b_range_pw2_a                                      0.001888
b_range_pw3_a                                      0.001041
b_loss_pw1_a                                       0.007544
b_loss_pw2_a                                      -0.001875
b_loss_pw3_a                                    -7.7064e-04
b_packreplace_a                                    0.010227
b_cellreplace_a                                  9.2291e-04
b_price_a                                         -0.011520
b_no_choice_b                                     -0.029699
b_mileage_b                                       -0.009355
b_range_pw1_b                                     -0.001747
b_range_pw2_b                                    8.4245e-04
b_range_pw3_b                                      0.001453
b_loss_pw1_b                                    -8.9524e-04
b_loss_pw2_b                                     9.6385e-04
b_loss_pw3_b                                      -0.025623
b_packreplace_b                                    0.027335
b_cellreplace_b                                    0.017981
b_price_b                                         -0.027789
b_no_choice_c                                     -0.002391
b_mileage_c                                        0.019805
b_range_pw1_c                                    6.9347e-04
b_range_pw2_c                                      0.006270
b_range_pw3_c                                      0.019538
b_loss_pw1_c                                       0.008093
b_loss_pw2_c                                      -0.006123
b_loss_pw3_c                                      -0.012286
b_packreplace_c                                    0.038846
b_cellreplace_c                                    0.029395
b_price_c                                         -0.031586
b_no_choice_d                                     -0.029315
b_mileage_d                                       -0.084509
b_range_pw1_d                                     -0.076447
b_range_pw2_d                                      0.098603
b_range_pw3_d                                     -0.095661
b_loss_pw1_d                                      -0.075533
b_loss_pw2_d                                      -0.044745
b_loss_pw3_d                                      -0.061913
b_packreplace_d                                    0.019318
b_cellreplace_d                                    0.047250
b_price_d                                          0.125583
b_no_choice_e                                      0.040337
b_mileage_e                                        0.096243
b_range_pw1_e                                     -0.038148
b_range_pw2_e                                      0.044668
b_range_pw3_e                                     -0.053512
b_loss_pw1_e                                      -0.022328
b_loss_pw2_e                                      -0.002736
b_loss_pw3_e                                       0.004011
b_packreplace_e                                   -0.102174
b_cellreplace_e                                   -0.086022
b_price_e                                          0.191009
b_no_choice_f                                      0.033593
b_mileage_f                                        0.007472
b_range_pw1_f                                      0.048716
b_range_pw2_f                                     -0.077371
b_range_pw3_f                                      0.040407
b_loss_pw1_f                                       0.052550
b_loss_pw2_f                                       0.032537
b_loss_pw3_f                                       0.013273
b_packreplace_f                                    0.031683
b_cellreplace_f                                    0.014661
b_price_f                                         -0.045199
delta_a                                           -0.094529
gamma_EV_rangeanxiety_a                           -0.048665
gamma_risktaker_a                                 -0.004114
gamma_hhincome_a                                   0.023043
gamma_ev_charge_a                                  0.073108
gamma_knowledge_ev_a                               0.042319
gamma_evb_environment_agree_a                      0.068467
gamma_evb_function_disagree_a                      0.028153
gamma_hhveh_fuel_a                                 0.257417
gamma_veh_range_a                                 -0.005936
gamma_suv_a                                       -0.031789
delta_b                                           -0.178319
gamma_EV_rangeanxiety_b                           -0.048438
gamma_risktaker_b                                  0.001423
gamma_hhincome_b                                   0.061045
gamma_ev_charge_b                                  0.089594
gamma_knowledge_ev_b                               0.044373
gamma_evb_environment_agree_b                      0.082183
gamma_evb_function_disagree_b                      0.035130
gamma_hhveh_fuel_b                                 0.420513
gamma_veh_range_b                                  0.002574
gamma_suv_b                                        0.004859
delta_c                                           -0.149134
gamma_EV_rangeanxiety_c                           -0.061955
gamma_risktaker_c                                  0.019359
gamma_hhincome_c                                   0.073115
gamma_ev_charge_c                                  0.073138
gamma_knowledge_ev_c                               0.029103
gamma_evb_environment_agree_c                      0.070887
gamma_evb_function_disagree_c                      0.037805
gamma_hhveh_fuel_c                                 0.366385
gamma_veh_range_c                                 -0.005197
gamma_suv_c                                       -0.027952
delta_d                                           -0.604898
gamma_EV_rangeanxiety_d                           -0.124556
gamma_risktaker_d                                 -0.012177
gamma_hhincome_d                                   0.149698
gamma_ev_charge_d                                  0.208443
gamma_knowledge_ev_d                               0.087467
gamma_evb_environment_agree_d                      0.213774
gamma_evb_function_disagree_d                      0.081359
gamma_hhveh_fuel_d                                 1.000000
gamma_veh_range_d                                  0.022512
gamma_suv_d                                       -0.007320
gamma_knowledge_ev_e                               0.050728
delta_f                                           -0.135970
gamma_EV_rangeanxiety_f                           -0.060466
gamma_risktaker_f                                  0.018770
gamma_hhincome_f                                   0.034064
gamma_ev_charge_f                                  0.087624
gamma_evb_environment_agree_f                      0.063093
gamma_evb_function_disagree_f                     -0.003061
gamma_hhveh_fuel_f                                 0.359167
gamma_veh_range_f                                 -0.005354
gamma_suv_f                                       -0.042949
                                          gamma_veh_range_d
b_no_choice_a                                      0.002085
b_mileage_a                                        0.022341
b_range_pw1_a                                     -0.001276
b_range_pw2_a                                      0.004767
b_range_pw3_a                                      0.003902
b_loss_pw1_a                                       0.012225
b_loss_pw2_a                                       0.007252
b_loss_pw3_a                                     1.2095e-04
b_packreplace_a                                    0.005730
b_cellreplace_a                                 -6.9088e-04
b_price_a                                         -0.012619
b_no_choice_b                                     -0.042027
b_mileage_b                                       -0.022687
b_range_pw1_b                                     -0.021687
b_range_pw2_b                                      0.007580
b_range_pw3_b                                      0.010342
b_loss_pw1_b                                      -0.023833
b_loss_pw2_b                                      -0.006284
b_loss_pw3_b                                      -0.023230
b_packreplace_b                                    0.006590
b_cellreplace_b                                    0.015204
b_price_b                                          0.018245
b_no_choice_c                                      0.085334
b_mileage_c                                       -0.059515
b_range_pw1_c                                     -0.005508
b_range_pw2_c                                     -0.075995
b_range_pw3_c                                     -0.181701
b_loss_pw1_c                                       0.057048
b_loss_pw2_c                                      -0.016288
b_loss_pw3_c                                      -0.075724
b_packreplace_c                                   -0.069674
b_cellreplace_c                                   -0.055821
b_price_c                                          0.154509
b_no_choice_d                                      0.008263
b_mileage_d                                        0.033483
b_range_pw1_d                                      0.109449
b_range_pw2_d                                     -0.022058
